UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
1,1,2024-07-07 18:00:26.959902,page_view,,,
1,1,2024-03-05 22:01:00.072000,page_view,,,
1,1,2024-03-23 22:08:10.568453,product_view,prod_8199,,
1,1,2024-03-12 00:32:05.495638,add_to_cart,prod_4112,,
1,1,2024-02-25 22:43:01.318876,add_to_cart,prod_3354,,
1,1,2024-01-01 23:09:51.956825,page_view,,,
1,1,2024-02-01 05:13:26.944169,add_to_cart,prod_4965,,
1,1,2024-02-14 15:41:53.071258,login,,,
1,1,2024-05-20 23:13:38.011189,click,,,
1,2,2024-06-27 16:17:34.523695,page_view,,,
1,2,2024-03-31 07:56:23.690975,logout,,,
1,2,2024-05-16 22:00:13.041682,click,,,
1,2,2024-04-20 05:07:46.892185,product_view,prod_2683,,
1,2,2024-01-30 21:47:38.829172,page_view,,,
1,2,2024-03-06 23:01:09.517819,page_view,,,
1,3,2024-03-15 05:22:41.094810,purchase,prod_5244,72.91361870063564,purchase
1,3,2024-01-21 19:23:27.047146,login,,,
1,3,2024-02-13 21:58:06.439701,click,,,
1,3,2024-05-29 13:33:10.268585,product_view,prod_9640,,
1,3,2024-02-02 22:42:42.062903,add_to_cart,prod_8364,,
1,3,2024-02-15 12:46:46.387330,add_to_cart,prod_9851,,
1,3,2024-01-19 15:04:33.065650,page_view,,,
1,3,2024-03-08 20:19:33.022016,login,,,
1,3,2024-07-17 03:46:13.897763,add_to_cart,prod_6426,,
1,4,2024-06-10 00:08:42.715781,product_view,prod_5771,,
1,4,2024-04-26 13:36:29.713266,add_to_cart,prod_8066,,
1,4,2024-02-17 14:08:04.328681,page_view,,,
1,4,2024-01-27 10:05:11.806262,login,,,
1,4,2024-03-30 23:57:26.855174,login,,,
1,4,2024-01-04 09:25:49.705624,add_to_cart,prod_1102,,
1,4,2024-07-15 16:15:52.074487,purchase,prod_9886,7.677937741600427,purchase
1,4,2024-04-11 12:12:05.556512,page_view,,,
1,4,2024-01-02 00:15:51.420238,add_to_cart,prod_6144,,
1,4,2024-03-19 08:57:34.658875,add_to_cart,prod_5644,,
1,5,2024-01-19 16:51:29.413903,purchase,prod_6690,149.27004735392265,purchase
1,5,2024-03-26 15:44:57.294463,login,,,
1,5,2024-01-03 23:51:05.729189,logout,,,
1,5,2024-06-27 07:40:55.374830,purchase,prod_9946,359.58913623256626,purchase
1,5,2024-06-14 21:48:43.125311,page_view,,,
1,5,2024-06-02 21:02:38.157739,click,,,
1,5,2024-03-07 03:03:13.896282,product_view,prod_5175,,
1,5,2024-04-10 13:43:05.891055,purchase,prod_5113,454.1052765032477,purchase
1,5,2024-02-17 19:31:30.144156,purchase,prod_2362,35.606155713957904,purchase
1,6,2024-04-03 16:09:16.206551,add_to_cart,prod_4614,,
1,6,2024-06-02 08:21:36.708797,product_view,prod_7475,,
1,6,2024-03-23 07:49:14.988877,logout,,,
1,6,2024-03-21 10:26:12.092920,add_to_cart,prod_3223,,
1,6,2024-03-18 21:56:10.116916,add_to_cart,prod_1192,,
1,6,2024-04-06 00:24:04.366632,add_to_cart,prod_8028,,
1,6,2024-06-15 04:30:08.607016,product_view,prod_9542,,
1,6,2024-04-09 20:07:05.800551,page_view,,,
1,7,2024-01-17 08:27:34.705063,add_to_cart,prod_5915,,
1,7,2024-07-18 01:56:58.108233,product_view,prod_3548,,
1,7,2024-01-28 08:26:04.060285,product_view,prod_1392,,
1,7,2024-04-26 18:16:33.768392,add_to_cart,prod_5032,,
1,7,2024-04-27 18:46:07.943502,add_to_cart,prod_8998,,
1,7,2024-05-30 23:54:59.607697,add_to_cart,prod_9103,,
1,7,2024-03-14 14:34:11.572553,add_to_cart,prod_2436,,
1,7,2024-04-02 11:31:53.822525,product_view,prod_5109,,
1,8,2024-03-12 12:49:18.901160,logout,,,
1,8,2024-04-02 21:22:55.148412,product_view,prod_3790,,
1,8,2024-05-07 01:23:23.102360,page_view,,,
1,8,2024-01-13 19:09:28.166082,product_view,prod_9816,,
1,8,2024-07-18 14:43:52.480919,page_view,,,
1,8,2024-05-05 14:33:28.070529,login,,,
1,8,2024-01-04 17:09:29.677060,click,,,
1,8,2024-02-26 22:44:58.872047,login,,,
1,8,2024-03-07 17:56:51.547697,logout,,,
1,8,2024-04-06 16:05:37.008622,login,,,
1,9,2024-02-08 19:45:50.281997,page_view,,,
1,9,2024-04-25 22:28:12.923897,product_view,prod_8690,,
1,9,2024-06-09 23:14:38.865203,add_to_cart,prod_8685,,
1,9,2024-01-06 04:33:39.275154,page_view,,,
1,9,2024-03-16 05:05:39.027675,purchase,prod_3149,457.6279672342614,purchase
1,9,2024-06-27 04:30:04.344369,add_to_cart,prod_8010,,
1,9,2024-04-02 02:47:41.587589,product_view,prod_5478,,
1,9,2024-06-07 15:23:28.840982,purchase,prod_9687,459.3386403923263,purchase
1,10,2024-02-27 23:10:22.034384,login,,,
1,10,2024-05-10 20:23:09.898996,login,,,
1,10,2024-04-14 06:04:30.465499,add_to_cart,prod_2662,,
1,10,2024-05-11 19:41:14.098535,logout,,,
1,10,2024-07-22 20:10:14.181302,add_to_cart,prod_7361,,
2,1,2024-04-12 18:27:01.894791,logout,,,
2,1,2024-02-03 17:18:00.587124,click,,,
2,1,2024-02-09 15:02:50.207177,page_view,,,
2,1,2024-03-09 21:41:01.985686,purchase,prod_9140,262.5236986694382,purchase
2,1,2024-04-15 13:50:07.628509,logout,,,
2,1,2024-03-22 11:13:58.343928,login,,,
2,1,2024-01-04 03:53:06.596449,logout,,,
2,2,2024-03-10 13:57:27.202804,page_view,,,
2,2,2024-05-15 11:03:04.323364,logout,,,
2,2,2024-07-19 08:55:51.249092,add_to_cart,prod_6847,,
2,2,2024-05-17 02:05:44.283052,login,,,
2,2,2024-02-23 01:38:55.984961,purchase,prod_4500,199.35696936503544,purchase
2,2,2024-01-25 23:29:19.998646,page_view,,,
2,2,2024-04-16 05:04:41.305679,purchase,prod_9382,130.052527996474,purchase
2,2,2024-04-10 21:19:06.834986,page_view,,,
2,3,2024-01-03 01:39:14.214806,click,,,
2,3,2024-03-26 17:29:34.941192,logout,,,
2,3,2024-03-06 10:57:15.847774,login,,,
2,3,2024-04-08 15:31:28.658968,add_to_cart,prod_9809,,
2,3,2024-07-09 09:21:34.525300,add_to_cart,prod_4092,,
2,3,2024-01-20 07:23:41.874270,purchase,prod_5291,92.79021854337398,purchase
2,4,2024-01-01 14:07:40.491141,add_to_cart,prod_8372,,
2,4,2024-07-16 05:29:59.614176,add_to_cart,prod_2292,,
2,4,2024-07-10 23:21:53.591976,add_to_cart,prod_7594,,
2,4,2024-05-23 12:18:17.851964,add_to_cart,prod_9583,,
2,4,2024-06-11 01:15:35.850312,page_view,,,
2,5,2024-05-26 22:07:42.274155,add_to_cart,prod_4777,,
2,5,2024-01-07 19:39:45.981693,login,,,
2,5,2024-07-11 16:49:57.818345,purchase,prod_9575,112.32094388676128,purchase
2,5,2024-06-29 12:21:11.888986,page_view,,,
2,5,2024-03-27 13:08:44.012977,logout,,,
2,5,2024-04-13 10:12:43.958189,add_to_cart,prod_7874,,
2,5,2024-03-23 09:02:58.789878,login,,,
2,6,2024-04-12 21:11:09.711276,add_to_cart,prod_9276,,
2,6,2024-07-18 18:03:40.390964,product_view,prod_3943,,
2,6,2024-03-14 00:47:08.622770,add_to_cart,prod_4323,,
2,6,2024-02-13 17:14:35.335386,click,,,
2,6,2024-07-14 02:55:56.708843,login,,,
2,6,2024-07-07 04:11:16.992828,purchase,prod_9879,127.47496301478664,purchase
2,6,2024-02-29 03:58:00.339347,purchase,prod_6559,136.8863327997475,purchase
2,6,2024-06-19 18:14:15.645779,add_to_cart,prod_9788,,
2,7,2024-05-08 00:58:53.917678,purchase,prod_1607,176.5691854935053,purchase
2,7,2024-06-11 03:46:25.004186,purchase,prod_1131,241.24229853836385,purchase
2,7,2024-03-17 00:19:28.088057,login,,,
2,7,2024-07-03 03:04:26.187641,click,,,
2,7,2024-07-22 08:54:54.594265,login,,,
2,7,2024-04-20 10:56:29.739059,click,,,
2,7,2024-05-30 05:09:49.756099,product_view,prod_7752,,
2,7,2024-05-10 15:03:18.347073,page_view,,,
2,7,2024-01-07 08:29:00.313651,purchase,prod_6365,186.82975650819935,purchase
2,8,2024-04-28 11:51:43.819505,add_to_cart,prod_9795,,
2,8,2024-04-22 16:29:23.433213,click,,,
2,8,2024-06-10 23:03:44.031960,add_to_cart,prod_1139,,
2,8,2024-05-25 10:32:18.634117,page_view,,,
2,8,2024-07-14 05:49:04.184111,logout,,,
2,8,2024-05-27 18:58:12.714774,logout,,,
2,8,2024-03-31 16:25:09.887269,logout,,,
2,8,2024-06-21 10:02:32.542190,purchase,prod_7990,107.78039914003529,purchase
2,9,2024-06-26 13:08:27.178633,add_to_cart,prod_8080,,
2,9,2024-02-25 11:28:02.101002,add_to_cart,prod_7470,,
2,9,2024-05-08 08:13:20.156366,page_view,,,
2,9,2024-06-11 05:33:56.034399,click,,,
2,9,2024-01-11 16:46:37.035492,click,,,
2,9,2024-07-18 22:27:52.268979,page_view,,,
2,10,2024-06-26 10:50:55.574867,product_view,prod_3728,,
2,10,2024-02-11 23:32:21.008069,click,,,
2,10,2024-07-12 11:55:55.120663,click,,,
2,10,2024-05-23 13:28:22.774306,login,,,
2,10,2024-05-12 07:56:09.738166,purchase,prod_3548,411.08175766052835,purchase
2,10,2024-06-08 23:07:18.777173,add_to_cart,prod_1159,,
2,10,2024-02-01 13:04:02.540578,product_view,prod_6444,,
2,10,2024-05-16 17:05:41.993969,add_to_cart,prod_8896,,
